adshex,flight_id,latitude,longitude,altitude,speed,track,squawk,type,timestamp,name,other_names1,other_names2,n_number,serial_number,mfr_mdl_code,mfr,model,year_mfr,type_aircraft,agency
A6718E,726c051,32.7782,-116.91499,4500,53,163,4414,C182,2015-08-18T00:14:14Z,NBR AVIATION,,,514NY,18282271,2072703,CESSNA,182T,2010,4,fbi
A7A9D4,726bc89,34.7104,-120.272,17600,117,320,4773,PC12,2015-08-18T00:13:59Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
AAFD01,726edcd,25.6987,-79.70749,7400,91,102,4407,DH8C,2015-08-18T00:13:55Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,807MR,663,1390043,BOMBARDIER INC,DHC-8-315,2009,5,dhs
A7A9D4,726bc89,34.68641,-120.248,17600,116,321,4773,PC12,2015-08-18T00:13:25Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
AAFD01,726edcd,25.70281,-79.7555,7400,100,88,4407,DH8C,2015-08-18T00:12:54Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,807MR,663,1390043,BOMBARDIER INC,DHC-8-315,2009,5,dhs
AAFD01,726edcd,25.7027,-79.76889,7400,94,87,4407,DH8C,2015-08-18T00:12:40Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,807MR,663,1390043,BOMBARDIER INC,DHC-8-315,2009,5,dhs
AAFD01,726edcd,25.70221,-79.7805,7400,97,84,4407,DH8C,2015-08-18T00:12:24Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,807MR,663,1390043,BOMBARDIER INC,DHC-8-315,2009,5,dhs
A7A9D4,726bc89,34.63411,-120.2,17600,141,326,4773,PC12,2015-08-18T00:12:15Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A7A9D4,726bc89,34.602,-120.17299,17600,127,323,4773,PC12,2015-08-18T00:11:39Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
AAFD01,726edcd,25.70341,-79.83859,7399,210,102,4407,DH8C,2015-08-18T00:11:30Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,807MR,663,1390043,BOMBARDIER INC,DHC-8-315,2009,5,dhs
AAFD01,726edcd,25.7041,-79.877,7399,100,89,4407,DH8C,2015-08-18T00:10:44Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,807MR,663,1390043,BOMBARDIER INC,DHC-8-315,2009,5,dhs
A6718E,726c051,32.7751,-116.92199,4500,53,235,4414,C182,2015-08-18T00:10:44Z,NBR AVIATION,,,514NY,18282271,2072703,CESSNA,182T,2010,4,fbi
AAFD01,726edcd,25.70421,-79.9032,7400,98,88,4407,DH8C,2015-08-18T00:10:14Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,807MR,663,1390043,BOMBARDIER INC,DHC-8-315,2009,5,dhs
AAFD01,726edcd,25.704,-79.91709,7400,103,86,4407,DH8C,2015-08-18T00:09:59Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,807MR,663,1390043,BOMBARDIER INC,DHC-8-315,2009,5,dhs
A7A9D4,726bc89,34.5288,-120.082,17600,110,298,4773,PC12,2015-08-18T00:09:44Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
AAFD01,726edcd,25.7038,-79.9481,7400,100,87,4407,DH8C,2015-08-18T00:09:29Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,807MR,663,1390043,BOMBARDIER INC,DHC-8-315,2009,5,dhs
A7A9D4,726bc89,34.5064,-120.03,17600,110,298,4773,PC12,2015-08-18T00:08:54Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
AAFD01,726edcd,25.7039,-79.9881,7400,126,94,4407,DH8C,2015-08-18T00:08:44Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,807MR,663,1390043,BOMBARDIER INC,DHC-8-315,2009,5,dhs
AAFD01,726edcd,25.7052,-80.00409,7400,113,95,4407,DH8C,2015-08-18T00:08:30Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,807MR,663,1390043,BOMBARDIER INC,DHC-8-315,2009,5,dhs
A7A9D4,726bc89,34.50201,-120.019,17600,117,313,4773,PC12,2015-08-18T00:08:30Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A6718E,726c051,32.7749,-116.91299,4500,74,288,4414,C182,2015-08-18T00:08:18Z,NBR AVIATION,,,514NY,18282271,2072703,CESSNA,182T,2010,4,fbi
A7A9D4,726bc89,34.4822,-119.97899,17600,132,297,4773,PC12,2015-08-18T00:07:48Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A7A9D4,726bc89,34.4782,-119.97099,17600,140,294,4773,PC12,2015-08-18T00:07:38Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A7A9D4,726bc89,34.46091,-119.93,17500,147,298,4773,PC12,2015-08-18T00:06:58Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A6718E,726c051,32.7749,-116.89799,4500,55,164,4414,C182,2015-08-18T00:05:33Z,NBR AVIATION,,,514NY,18282271,2072703,CESSNA,182T,2010,4,fbi
AAFD01,726edcd,25.6566,-80.1726,7499,140,29,4407,DH8C,2015-08-18T00:05:13Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,807MR,663,1390043,BOMBARDIER INC,DHC-8-315,2009,5,dhs
AAFD01,726edcd,25.6419,-80.1821,7500,140,31,4407,DH8C,2015-08-18T00:04:58Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,807MR,663,1390043,BOMBARDIER INC,DHC-8-315,2009,5,dhs
A6718E,726c051,32.76991,-116.916,4500,33,197,4414,C182,2015-08-18T00:04:48Z,NBR AVIATION,,,514NY,18282271,2072703,CESSNA,182T,2010,4,fbi
AAFD01,726edcd,25.6275,-80.19209,7500,144,33,4407,DH8C,2015-08-18T00:04:43Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,807MR,663,1390043,BOMBARDIER INC,DHC-8-315,2009,5,dhs
A4913C,726ee4e,32.8654,-96.86379,1600,86,9,450,,2015-08-18T00:04:33Z,DEPARTMENT OF HOMELAND SECURITY,CUSTOMS AND BORDER PROTECTION,,3937A,4796,1145002,AMERICAN EUROCOPTER LLC,AS350B3,2009,6,dhs
AAFD01,726edcd,25.6051,-80.2059,7499,168,31,4407,DH8C,2015-08-18T00:04:18Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,807MR,663,1390043,BOMBARDIER INC,DHC-8-315,2009,5,dhs
AAFD01,726edcd,25.56851,-80.2237,7500,151,27,4407,DH8C,2015-08-18T00:03:48Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,807MR,663,1390043,BOMBARDIER INC,DHC-8-315,2009,5,dhs
A7A9D4,726bc89,34.39521,-119.73199,17500,129,290,4773,PC12,2015-08-18T00:03:48Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A7A9D4,726bc89,34.3846,-119.69699,17500,129,290,4773,PC12,2015-08-18T00:03:03Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
AAFD01,726edcd,25.51131,-80.25349,7500,127,22,4407,DH8C,2015-08-18T00:02:53Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,807MR,663,1390043,BOMBARDIER INC,DHC-8-315,2009,5,dhs
A7A9D4,726bc89,34.38151,-119.687,17500,129,290,4773,PC12,2015-08-18T00:02:48Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A6718E,726c051,32.781,-116.91899,4500,33,197,4414,C182,2015-08-18T00:02:18Z,NBR AVIATION,,,514NY,18282271,2072703,CESSNA,182T,2010,4,fbi
AAFD01,726edcd,25.4731,-80.27119,7400,124,24,0,DH8C,2015-08-18T00:02:08Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,807MR,663,1390043,BOMBARDIER INC,DHC-8-315,2009,5,dhs
AAFD01,726edcd,25.45221,-80.285,6800,116,40,0,DH8C,2015-08-18T00:01:38Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,807MR,663,1390043,BOMBARDIER INC,DHC-8-315,2009,5,dhs
A6718E,726c051,32.78,-116.91699,4500,76,300,4414,C182,2015-08-18T00:01:33Z,NBR AVIATION,,,514NY,18282271,2072703,CESSNA,182T,2010,4,fbi
AAFD01,726edcd,25.4456,-80.29309,6600,108,63,0,DH8C,2015-08-18T00:01:28Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,807MR,663,1390043,BOMBARDIER INC,DHC-8-315,2009,5,dhs
A6718E,726c051,32.774,-116.915,4500,101,156,4414,C182,2015-08-18T00:01:02Z,NBR AVIATION,,,514NY,18282271,2072703,CESSNA,182T,2010,4,fbi
AAFD01,726edcd,25.4395,-80.31659,6000,100,78,0,DH8C,2015-08-18T00:00:58Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,807MR,663,1390043,BOMBARDIER INC,DHC-8-315,2009,5,dhs
A6718E,726c051,32.7524,-116.91199,4500,101,156,4414,C182,2015-08-18T00:00:23Z,NBR AVIATION,,,514NY,18282271,2072703,CESSNA,182T,2010,4,fbi
AAFD01,726edcd,25.4341,-80.36699,4800,100,101,0,DH8C,2015-08-17T23:59:57Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,807MR,663,1390043,BOMBARDIER INC,DHC-8-315,2009,5,dhs
AAFD01,726edcd,25.4393,-80.3856,4300,119,84,0,DH8C,2015-08-17T23:59:37Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,807MR,663,1390043,BOMBARDIER INC,DHC-8-315,2009,5,dhs
AAFD01,726edcd,25.4415,-80.40259,4000,184,79,0,DH8C,2015-08-17T23:59:17Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,807MR,663,1390043,BOMBARDIER INC,DHC-8-315,2009,5,dhs
A6718E,726c051,32.7739,-116.926,4500,40,182,4414,C182,2015-08-17T23:58:07Z,NBR AVIATION,,,514NY,18282271,2072703,CESSNA,182T,2010,4,fbi
A7A9D4,726bc89,34.2901,-119.37899,17500,136,290,4773,PC12,2015-08-17T23:58:02Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A6718E,726c051,32.7824,-116.92499,4500,47,218,4414,C182,2015-08-17T23:57:37Z,NBR AVIATION,,,514NY,18282271,2072703,CESSNA,182T,2010,4,fbi
A7A9D4,726bc89,34.266,-119.29699,17500,76,288,4773,PC12,2015-08-17T23:56:12Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A6718E,726c051,32.7824,-116.92,4500,239,294,4414,C182,2015-08-17T23:54:23Z,NBR AVIATION,,,514NY,18282271,2072703,CESSNA,182T,2010,4,fbi
A7A9D4,726bc89,34.23411,-119.18499,17500,290,296,4773,PC12,2015-08-17T23:54:12Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A6718E,726c051,32.7781,-116.918,4500,239,294,4414,C182,2015-08-17T23:53:52Z,NBR AVIATION,,,514NY,18282271,2072703,CESSNA,182T,2010,4,fbi
A6718E,726c051,32.7739,-116.916,4500,239,294,4414,C182,2015-08-17T23:53:42Z,NBR AVIATION,,,514NY,18282271,2072703,CESSNA,182T,2010,4,fbi
A7A9D4,726bc89,34.2105,-119.10599,17500,92,276,4773,PC12,2015-08-17T23:52:51Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A7A9D4,726bc89,34.1944,-119.04099,17500,154,241,4773,PC12,2015-08-17T23:51:56Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A9C265,72660d6,38.7527,-77.43519,1050,76,244,4414,,2015-08-17T23:51:48Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A9C265,72660d6,38.77961,-77.49879,1975,130,295,4414,,2015-08-17T23:50:47Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A9C265,72660d6,38.7627,-77.4847,2450,149,275,4414,,2015-08-17T23:50:17Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A7A9D4,726bc89,34.15021,-118.906,17500,134,294,4773,PC12,2015-08-17T23:49:26Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A7A9D4,726bc89,34.1474,-118.89799,17500,178,294,4773,PC12,2015-08-17T23:49:16Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A9C265,72660d6,38.7548,-77.4076,4375,73,261,4414,,2015-08-17T23:49:01Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A9C265,72660d6,38.7558,-77.40069,4575,73,253,4414,,2015-08-17T23:48:51Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A9C265,72660d6,38.75991,-77.38709,5017,81,248,4414,,2015-08-17T23:48:36Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A9C265,72660d6,38.7634,-77.37639,5300,81,249,4414,,2015-08-17T23:48:21Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A9C265,72660d6,38.77141,-77.3489,6159,78,243,4414,,2015-08-17T23:47:41Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A7A9D4,726bc89,34.1102,-118.78199,17499,126,293,4773,PC12,2015-08-17T23:47:31Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A7A9D4,726bc89,34.1073,-118.77299,17500,126,290,4773,PC12,2015-08-17T23:47:21Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A9C265,72660d6,38.7833,-77.31619,7108,86,244,4414,,2015-08-17T23:46:56Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A9C265,72660d6,38.78791,-77.30399,7332,92,246,4414,,2015-08-17T23:46:41Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A9C265,72660d6,38.7913,-77.29449,7511,98,242,4414,,2015-08-17T23:46:25Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A9C265,72660d6,38.8019,-77.26399,7972,95,251,4414,,2015-08-17T23:45:50Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A7A9D4,726bc89,34.08661,-118.693,17500,333,297,4773,PC12,2015-08-17T23:45:40Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A9C265,72660d6,38.8031,-77.23789,8324,82,307,4414,,2015-08-17T23:45:20Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A7A9D4,726bc89,34.0683,-118.646,17500,120,265,4773,PC12,2015-08-17T23:45:15Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A9C265,72660d6,38.8001,-77.23329,8400,88,321,4414,,2015-08-17T23:45:10Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A6718E,726c051,32.787,-116.923,4500,239,294,4414,C182,2015-08-17T23:44:50Z,NBR AVIATION,,,514NY,18282271,2072703,CESSNA,182T,2010,4,fbi
A6718E,726c051,32.7868,-116.92299,4500,239,294,4414,C182,2015-08-17T23:44:20Z,NBR AVIATION,,,514NY,18282271,2072703,CESSNA,182T,2010,4,fbi
A7A9D4,726bc89,34.04801,-118.551,17500,117,301,4773,PC12,2015-08-17T23:43:35Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A7A9D4,726bc89,34.0365,-118.53399,17500,117,332,4773,PC12,2015-08-17T23:43:15Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A9C265,72660d6,38.7673,-77.28889,8399,94,133,4414,,2015-08-17T23:43:10Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A9C265,72660d6,38.7774,-77.29949,8400,90,158,4414,,2015-08-17T23:42:50Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A7A9D4,726bc89,34.0025,-118.52,17500,108,89,4773,PC12,2015-08-17T23:42:35Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A9C265,72660d6,38.7904,-77.30319,8400,88,183,4414,,2015-08-17T23:42:30Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A7A9D4,726bc89,33.9737,-118.522,17500,122,279,4773,PC12,2015-08-17T23:41:55Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A9C265,72660d6,38.8132,-77.2902,8400,87,233,4414,,2015-08-17T23:41:50Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A9C265,72660d6,38.8174,-77.28219,8399,84,247,4414,,2015-08-17T23:41:40Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A9C265,72660d6,38.8194,-77.25749,8400,88,290,4414,,2015-08-17T23:41:05Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A7A9D4,726bc89,33.9242,-118.503,17500,116,281,4773,PC12,2015-08-17T23:41:00Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A9C265,72660d6,38.8163,-77.24869,8400,86,305,4414,,2015-08-17T23:40:55Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A9C265,72660d6,38.8118,-77.2409,8400,88,315,4414,,2015-08-17T23:40:45Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A9C265,72660d6,38.808,-77.23629,8399,87,328,4414,,2015-08-17T23:40:35Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A9C265,72660d6,38.79031,-77.22659,8399,83,5,4414,,2015-08-17T23:40:05Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A7A9D4,726bc89,33.873,-118.48799,17499,123,348,4773,PC12,2015-08-17T23:40:00Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A7A9D4,726bc89,33.84081,-118.47699,17500,118,349,4773,PC12,2015-08-17T23:39:25Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A9C265,72660d6,38.7646,-77.24609,8400,90,64,4414,,2015-08-17T23:39:15Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A7A9D4,726bc89,33.80541,-118.469,17500,120,349,4773,PC12,2015-08-17T23:38:45Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A9C265,72660d6,38.7614,-77.27299,8399,90,104,4414,,2015-08-17T23:38:45Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A9C265,72660d6,38.76691,-77.2885,8400,92,133,4414,,2015-08-17T23:38:25Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A9C265,72660d6,38.7708,-77.29359,8400,88,141,4414,,2015-08-17T23:38:15Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A9C265,72660d6,38.77971,-77.3008,8400,88,160,4414,,2015-08-17T23:38:00Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A6718E,726c051,32.7724,-116.92,4500,239,294,4414,C182,2015-08-17T23:37:55Z,NBR AVIATION,,,514NY,18282271,2072703,CESSNA,182T,2010,4,fbi
A9C265,72660d6,38.7975,-77.30239,8400,90,197,4414,,2015-08-17T23:37:29Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A9C265,72660d6,38.80491,-77.2989,8400,85,212,4414,,2015-08-17T23:37:20Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A7A9D4,726bc89,33.72801,-118.43399,17499,181,6,4773,PC12,2015-08-17T23:37:09Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A9C265,72660d6,38.80911,-77.29539,8400,84,223,4414,,2015-08-17T23:37:09Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A6718E,726c051,32.77831,-116.918,4500,239,294,4414,C182,2015-08-17T23:37:09Z,NBR AVIATION,,,514NY,18282271,2072703,CESSNA,182T,2010,4,fbi
A9C265,72660d6,38.81541,-77.28609,8400,84,243,4414,,2015-08-17T23:36:54Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A7A9D4,726bc89,33.7237,-118.36699,17500,118,295,4773,PC12,2015-08-17T23:36:19Z,US DEPARTMENT OF HOMELAND SECURITY,US CUSTOMS & BORDER PROTECTION,OFFICE OF AIR & MARINE,593PC,593,7090551,PILATUS,PC-12/45,2004,4,dhs
A9C265,72660d6,38.8185,-77.25339,8399,80,296,4414,,2015-08-17T23:36:10Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
A9C265,72660d6,38.81501,-77.2451,8400,86,310,4414,,2015-08-17T23:35:59Z,NATIONAL AIRCRAFT LEASING CORPORATION,,,728MP,T20608914,2073303,CESSNA,T206H,2009,4,fbi
